JournalCode	JournalLib	EcritureNum	LigneNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	CompteLibAouX	PieceRef	PieceRefInt	PieceDate	PieceEcheance	EcritureLib	NatureCode	NatureLib	EcritureLet	DateLet	PaiementCode	PaiementLib	ValidDate	CreationDate	CreationHeure	CreationUtilisateur	ModifDate	ModifHeure	ModifUtilisateur	Credit	Debit	Montant	Sens	MontantSigne	Sens	Montantdevise	Idevise	Vide
AC	ACHATS	272	20045	11/10/2020	666100	DIFFERENCES D'ARRONDIS			DIFFERENCES D'ARRONDIS	1152		11/10/2020		Equilibre lot 0000272							11/10/2020	25/02/2022	09:50:57	JM				0,00	0,01	0,01	D	0,01	+1			
AC	ACHATS	273	15320	11/10/2020	401000	COLLECTIF FOURNISSEURS	00489	CSS	CSS	2489		11/10/2020	11/10/2020	FACTURE CSS	FA	FACTURE	AAC	12/10/2020			11/10/2020	25/02/2022	09:50:57	JM				228,90	0,00	228,90	C	-228,90	-1			
AC	ACHATS	273	15321	11/10/2020	606300	FOURN.ENT.PETIT EQUIP.			FOURN.ENT.PETIT EQUIP.	2489		11/10/2020	11/11/2020	FACTURE CSS	FA	FACTURE					11/10/2020	25/02/2022	09:50:57	JM				0,00	189,80	189,80	D	189,80	+1			
AC	ACHATS	273	15322	11/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	2489		11/10/2020	11/11/2020	FACTURE CSS	FA	FACTURE					11/10/2020	25/02/2022	09:50:57	JM				0,00	39,10	39,10	D	39,10	+1			
AC	ACHATS	274	14649	11/10/2020	401000	COLLECTIF FOURNISSEURS	00256	INGAL	INGAL	552728		11/10/2020	10/11/2020	FACTURE INGAL	FA	FACTURE	ABL	08/11/2020			11/10/2020	25/02/2022	09:50:57	JM				276,75	0,00	276,75	C	-276,75	-1			
AC	ACHATS	274	14650	11/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	552728		11/10/2020	11/11/2020	FACTURE INGAL	FA	FACTURE					11/10/2020	25/02/2022	09:50:57	JM				0,00	206,61	206,61	D	206,61	+1			
AC	ACHATS	274	14651	11/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	552728		11/10/2020	11/11/2020	FACTURE INGAL	FA	FACTURE					11/10/2020	25/02/2022	09:50:57	JM				0,00	47,27	47,27	D	47,27	+1			
AC	ACHATS	274	14652	11/10/2020	624100	TRANSPORTS SUR ACHATS			TRANSPORTS SUR ACHATS	552728		11/10/2020	11/11/2020	FACTURE INGAL	FA	FACTURE					11/10/2020	25/02/2022	09:50:57	JM				0,00	22,87	22,87	D	22,87	+1			
AC	ACHATS	275	14642	11/10/2020	401000	COLLECTIF FOURNISSEURS	00460	DRH	DRH	6000480		11/10/2020	11/10/2020	FACTURE DRH	FA	FACTURE	AAC	20/11/2020			11/10/2020	25/02/2022	09:50:57	JM				77,60	0,00	77,60	C	-77,60	-1			
AC	ACHATS	275	14643	11/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	6000480		11/10/2020	11/11/2020	FACTURE DRH	FA	FACTURE					11/10/2020	25/02/2022	09:50:57	JM				0,00	59,00	59,00	D	59,00	+1			
AC	ACHATS	275	14644	11/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	6000480		11/10/2020	11/11/2020	FACTURE DRH	FA	FACTURE					11/10/2020	25/02/2022	09:50:57	JM				0,00	13,26	13,26	D	13,26	+1			
AC	ACHATS	275	14645	11/10/2020	624100	TRANSPORTS SUR ACHATS			TRANSPORTS SUR ACHATS	6000480		11/10/2020	11/11/2020	FACTURE DRH	FA	FACTURE					11/10/2020	25/02/2022	09:50:57	JM				0,00	5,35	5,35	D	5,35	+1			
AC	ACHATS	275	20046	11/10/2020	766100	DIFFERENCES D'ARRONDIS			DIFFERENCES D'ARRONDIS	6000480		11/10/2020		Equilibre lot 0000275							11/10/2020	25/02/2022	09:50:57	JM				0,01	0,00	0,01	C	-0,01	-1			
AC	ACHATS	276	14659	12/10/2020	401000	COLLECTIF FOURNISSEURS	00469	MARVIN	MARVIN	013357		12/10/2020	12/10/2020	AVOIR MARVIN	AV	AVOIR	AAT	30/11/2020			12/10/2020	25/02/2022	09:50:57	JM				0,00	569,39	569,39	D	569,39	+1			
AC	ACHATS	276	14661	12/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	013357		12/10/2020	12/10/2020	AVOIR MARVIN	AV	AVOIR					12/10/2020	25/02/2022	09:50:57	JM				472,13	0,00	472,13	C	-472,13	-1			
AC	ACHATS	276	14662	12/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	013357		12/10/2020	12/10/2020	AVOIR MARVIN	AV	AVOIR					12/10/2020	25/02/2022	09:50:57	JM				97,26	0,00	97,26	C	-97,26	-1			
AC	ACHATS	277	14646	13/10/2020	401000	COLLECTIF FOURNISSEURS	00469	MARVIN	MARVIN	238479		13/10/2020	12/11/2020	FACTURE MARVIN	FA	FACTURE	AAT	30/11/2020			13/10/2020	25/02/2022	09:50:57	JM				940,23	0,00	940,23	C	-940,23	-1			
AC	ACHATS	277	14647	13/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	238479		13/10/2020	13/10/2020	FACTURE MARVIN	FA	FACTURE					13/10/2020	25/02/2022	09:50:57	JM				0,00	779,62	779,62	D	779,62	+1			
AC	ACHATS	277	14648	13/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	238479		13/10/2020	13/10/2020	FACTURE MARVIN	FA	FACTURE					13/10/2020	25/02/2022	09:50:57	JM				0,00	160,60	160,60	D	160,60	+1			
AC	ACHATS	277	20047	13/10/2020	666100	DIFFERENCES D'ARRONDIS			DIFFERENCES D'ARRONDIS	238479		13/10/2020		Equilibre lot 0000277							13/10/2020	25/02/2022	09:50:57	JM				0,00	0,01	0,01	D	0,01	+1			
AC	ACHATS	278	14628	16/10/2020	401000	COLLECTIF FOURNISSEURS	00177	MTR	MTR	311681		16/10/2020	16/10/2020	FACTURE MTR	FA	FACTURE	AAT	16/10/2020			16/10/2020	25/02/2022	09:50:57	JM				269,53	0,00	269,53	C	-269,53	-1			
AC	ACHATS	278	14629	16/10/2020	625100	VOYAGES ET DEPLACEMENTS			VOYAGES ET DEPLACEMENTS	311681		16/10/2020	16/10/2020	FACTURE MTR	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	269,53	269,53	D	269,53	+1			
AC	ACHATS	279	14630	16/10/2020	401000	COLLECTIF FOURNISSEURS	00493	GESTLER	GESTLER	314343		16/10/2020	16/12/2020	FACTURE GESTLER	FA	FACTURE	AAF	05/01/2021			16/10/2020	25/02/2022	09:50:57	JM				722,79	0,00	722,79	C	-722,79	-1			
AC	ACHATS	279	14631	16/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	314343		16/10/2020	16/10/2020	FACTURE GESTLER	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	577,58	577,58	D	577,58	+1			
AC	ACHATS	279	14632	16/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	314343		16/10/2020	16/10/2020	FACTURE GESTLER	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	123,46	123,46	D	123,46	+1			
AC	ACHATS	279	14633	16/10/2020	624100	TRANSPORTS SUR ACHATS			TRANSPORTS SUR ACHATS	314343		16/10/2020	16/10/2020	FACTURE GESTLER	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	21,75	21,75	D	21,75	+1			
AC	ACHATS	280	14634	16/10/2020	401000	COLLECTIF FOURNISSEURS	00256	INGAL	INGAL	554961		16/10/2020	15/11/2020	FACTURE INGAL	FA	FACTURE	ABM	15/11/2020			16/10/2020	25/02/2022	09:50:57	JM				5837,35	0,00	5837,35	C	-5837,35	-1			
AC	ACHATS	280	14635	16/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	554961		16/10/2020	16/11/2020	FACTURE INGAL	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	4817,39	4817,39	D	4817,39	+1			
AC	ACHATS	280	14636	16/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	554961		16/10/2020	16/11/2020	FACTURE INGAL	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	997,09	997,09	D	997,09	+1			
AC	ACHATS	280	14637	16/10/2020	624100	TRANSPORTS SUR ACHATS			TRANSPORTS SUR ACHATS	554961		16/10/2020	16/11/2020	FACTURE INGAL	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	22,87	22,87	D	22,87	+1			
AC	ACHATS	281	14638	16/10/2020	401000	COLLECTIF FOURNISSEURS	00256	INGAL	INGAL	554971		16/10/2020	15/11/2020	FACTURE INGAL	FA	FACTURE	ABN	15/11/2020			16/10/2020	25/02/2022	09:50:57	JM				159,14	0,00	159,14	C	-159,14	-1			
AC	ACHATS	281	14639	16/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	554971		16/10/2020	16/11/2020	FACTURE INGAL	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	116,71	116,71	D	116,71	+1			
AC	ACHATS	281	14640	16/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	554971		16/10/2020	16/11/2020	FACTURE INGAL	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	27,18	27,18	D	27,18	+1			
AC	ACHATS	281	14641	16/10/2020	624100	TRANSPORTS SUR ACHATS			TRANSPORTS SUR ACHATS	554971		16/10/2020	16/11/2020	FACTURE INGAL	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	15,24	15,24	D	15,24	+1			
AC	ACHATS	281	20048	16/10/2020	666100	DIFFERENCES D'ARRONDIS			DIFFERENCES D'ARRONDIS	554971		16/10/2020		Equilibre lot 0000281							16/10/2020	25/02/2022	09:50:57	JM				0,00	0,01	0,01	D	0,01	+1			
AC	ACHATS	282	14653	16/10/2020	401000	COLLECTIF FOURNISSEURS	00300	ADELLE	ADELLE	9510131		16/10/2020	16/10/2020	FACTURE ADELLE	FA	FACTURE	AAA	11/01/2021			16/10/2020	25/02/2022	09:50:57	JM				70,10	0,00	70,10	C	-70,10	-1			
AC	ACHATS	282	14654	16/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	9510131		16/10/2020	16/11/2020	FACTURE ADELLE	FA	FACTURE					16/10/2020	25/02/2022	09:50:57	JM				0,00	70,10	70,10	D	70,10	+1			
AC	ACHATS	283	14667	17/10/2020	401000	COLLECTIF FOURNISSEURS	00079	TELEPHONE	TELEPHONE			17/10/2020	06/11/2020	FACTURE TELEPHONE	FA	FACTURE	ACX	06/11/2020			17/10/2020	25/02/2022	09:50:57	JM				112,97	0,00	112,97	C	-112,97	-1			
AC	ACHATS	283	14668	17/10/2020	626202	FRAIS TELEPHONE  ET FAX TELECOM			FRAIS TELEPHONE  ET FAX TELECOM			17/10/2020	17/10/2020	FACTURE TELEPHONE	FA	FACTURE					17/10/2020	25/02/2022	09:50:57	JM				0,00	92,50	92,50	D	92,50	+1			
AC	ACHATS	283	14669	17/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES			17/10/2020	17/10/2020	FACTURE TELEPHONE	FA	FACTURE					17/10/2020	25/02/2022	09:50:57	JM				0,00	20,47	20,47	D	20,47	+1			
AC	ACHATS	284	14739	20/10/2020	401000	COLLECTIF FOURNISSEURS	00189	GIRAUD	GIRAUD	1156		20/10/2020	20/11/2020	FACTURE GIRAUD	FA	FACTURE	AAI	15/02/2021			20/10/2020	25/02/2022	09:50:57	JM				478,02	0,00	478,02	C	-478,02	-1			
AC	ACHATS	284	14740	20/10/2020	611000	SOUS TRAITANCE DEVELOPPEMENT			SOUS TRAITANCE DEVELOPPEMENT	1156		20/10/2020	20/11/2020	FACTURE GIRAUD	FA	FACTURE					20/10/2020	25/02/2022	09:50:57	JM				0,00	396,37	396,37	D	396,37	+1			
AC	ACHATS	284	14741	20/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	1156		20/10/2020	20/11/2020	FACTURE GIRAUD	FA	FACTURE					20/10/2020	25/02/2022	09:50:57	JM				0,00	81,65	81,65	D	81,65	+1			
AC	ACHATS	285	14751	20/10/2020	401000	COLLECTIF FOURNISSEURS	00256	INGAL	INGAL	558093		20/10/2020	19/11/2020	FACTURE INGAL	FA	FACTURE	ABO	20/11/2020			20/10/2020	25/02/2022	09:50:57	JM				549,56	0,00	549,56	C	-549,56	-1			
AC	ACHATS	285	14752	20/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	558093		20/10/2020	20/11/2020	FACTURE INGAL	FA	FACTURE					20/10/2020	25/02/2022	09:50:57	JM				0,00	432,82	432,82	D	432,82	+1			
AC	ACHATS	285	14753	20/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	558093		20/10/2020	20/11/2020	FACTURE INGAL	FA	FACTURE					20/10/2020	25/02/2022	09:50:57	JM				0,00	93,87	93,87	D	93,87	+1			
AC	ACHATS	285	14754	20/10/2020	624100	TRANSPORTS SUR ACHATS			TRANSPORTS SUR ACHATS	558093		20/10/2020	20/11/2020	FACTURE INGAL	FA	FACTURE					20/10/2020	25/02/2022	09:50:57	JM				0,00	22,87	22,87	D	22,87	+1			
AC	ACHATS	286	14736	24/10/2020	401000	COLLECTIF FOURNISSEURS	00010	DEVIN	DEVIN			24/10/2020	24/10/2020	FACTURE DEVIN	FA	FACTURE	AAA	08/03/2021			24/10/2020	25/02/2022	09:50:57	JM				259,16	0,00	259,16	C	-259,16	-1			
AC	ACHATS	286	14737	24/10/2020	623100	PUBLICITE ANNONCES INSER.			PUBLICITE ANNONCES INSER.			24/10/2020	24/10/2020	FACTURE DEVIN	FA	FACTURE					24/10/2020	25/02/2022	09:50:57	JM				0,00	214,90	214,90	D	214,90	+1			
AC	ACHATS	286	14738	24/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES			24/10/2020	24/10/2020	FACTURE DEVIN	FA	FACTURE					24/10/2020	25/02/2022	09:50:57	JM				0,00	44,27	44,27	D	44,27	+1			
AC	ACHATS	286	20049	24/10/2020	766100	DIFFERENCES D'ARRONDIS			DIFFERENCES D'ARRONDIS			24/10/2020		Equilibre lot 0000286							24/10/2020	25/02/2022	09:50:57	JM				0,01	0,00	0,01	C	-0,01	-1			
AC	ACHATS	287	14742	24/10/2020	401000	COLLECTIF FOURNISSEURS	00256	INGAL	INGAL	559217		24/10/2020	23/11/2020	FACTURE INGAL	FA	FACTURE	ABP	20/11/2020			24/10/2020	25/02/2022	09:50:57	JM				174,66	0,00	174,66	C	-174,66	-1			
AC	ACHATS	287	14743	24/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	559217		24/10/2020	24/11/2020	FACTURE INGAL	FA	FACTURE					24/10/2020	25/02/2022	09:50:57	JM				0,00	129,58	129,58	D	129,58	+1			
AC	ACHATS	287	14744	24/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	559217		24/10/2020	24/11/2020	FACTURE INGAL	FA	FACTURE					24/10/2020	25/02/2022	09:50:57	JM				0,00	29,83	29,83	D	29,83	+1			
AC	ACHATS	287	14745	24/10/2020	624100	TRANSPORTS SUR ACHATS			TRANSPORTS SUR ACHATS	559217		24/10/2020	24/11/2020	FACTURE INGAL	FA	FACTURE					24/10/2020	25/02/2022	09:50:57	JM				0,00	15,24	15,24	D	15,24	+1			
AC	ACHATS	287	20050	24/10/2020	666100	DIFFERENCES D'ARRONDIS			DIFFERENCES D'ARRONDIS	559217		24/10/2020		Equilibre lot 0000287							24/10/2020	25/02/2022	09:50:57	JM				0,00	0,01	0,01	D	0,01	+1			
AC	ACHATS	288	15050	25/10/2020	401000	COLLECTIF FOURNISSEURS	00462	IBM	IBM	KM3618		25/10/2020	08/11/2020	FACTURE XXXXXXXXXX	FA	FACTURE	AAD	16/11/2020			25/10/2020	25/02/2022	09:50:57	JM				1422,20	0,00	1422,20	C	-1422,20	-1			
AC	ACHATS	288	15051	25/10/2020	218300	MATERIEL INFORMATIQUE			MATERIEL INFORMATIQUE	KM3618		25/10/2020	25/10/2020	FACTURE XXXXXXXXXX	FA	FACTURE					25/10/2020	25/02/2022	09:50:57	JM				0,00	1179,27	1179,27	D	1179,27	+1			
AC	ACHATS	288	15052	25/10/2020	445620	TVA DEDUCTIBLE SUR IMMOS			TVA DEDUCTIBLE SUR IMMOS	KM3618		25/10/2020	25/10/2020	FACTURE XXXXXXXXXX	FA	FACTURE					25/10/2020	25/02/2022	09:50:57	JM				0,00	242,93	242,93	D	242,93	+1			
AC	ACHATS	289	15063	25/10/2020	401000	COLLECTIF FOURNISSEURS	00491	MULTI	MULTI	1204		25/10/2020	30/11/2020	FACTURE MULTI	FA	FACTURE					25/10/2020	25/02/2022	09:50:57	JM				1066,35	0,00	1066,35	C	-1066,35	-1			
AC	ACHATS	289	15064	25/10/2020	622200	COMMISSIONS SUR VENTES			COMMISSIONS SUR VENTES	1204		25/10/2020	25/11/2020	FACTURE MULTI	FA	FACTURE					25/10/2020	25/02/2022	09:50:57	JM				0,00	884,20	884,20	D	884,20	+1			
AC	ACHATS	289	15065	25/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	1204		25/10/2020	25/11/2020	FACTURE MULTI	FA	FACTURE					25/10/2020	25/02/2022	09:50:57	JM				0,00	182,15	182,15	D	182,15	+1			
AC	ACHATS	290	15037	25/10/2020	401000	COLLECTIF FOURNISSEURS	00313	SECOLA	SECOLA	177648		25/10/2020	05/11/2020	FACTURE SECOLA	FA	FACTURE	ABG	03/11/2020			25/10/2020	25/02/2022	09:50:57	JM				374,14	0,00	374,14	C	-374,14	-1			
AC	ACHATS	290	15038	25/10/2020	613502	LOCATION MOBILIERE SELACO			LOCATION MOBILIERE SELACO	177648		25/10/2020	25/10/2020	FACTURE SECOLA	FA	FACTURE					25/10/2020	25/02/2022	09:50:57	JM				0,00	374,14	374,14	D	374,14	+1			
AC	ACHATS	291	15066	25/10/2020	401000	COLLECTIF FOURNISSEURS	00493	GESTLER	GESTLER	314493		25/10/2020	25/12/2020	FACTURE GESTLER	FA	FACTURE	AAF	05/01/2021			25/10/2020	25/02/2022	09:50:57	JM				592,99	0,00	592,99	C	-592,99	-1			
AC	ACHATS	291	15067	25/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	314493		25/10/2020	25/12/2020	FACTURE GESTLER	FA	FACTURE					25/10/2020	25/02/2022	09:50:57	JM				0,00	472,97	472,97	D	472,97	+1			
AC	ACHATS	291	15068	25/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	314493		25/10/2020	25/12/2020	FACTURE GESTLER	FA	FACTURE					25/10/2020	25/02/2022	09:50:57	JM				0,00	101,29	101,29	D	101,29	+1			
AC	ACHATS	291	15069	25/10/2020	624100	TRANSPORTS SUR ACHATS			TRANSPORTS SUR ACHATS	314493		25/10/2020	25/12/2020	FACTURE GESTLER	FA	FACTURE					25/10/2020	25/02/2022	09:50:57	JM				0,00	18,73	18,73	D	18,73	+1			
AC	ACHATS	292	15027	26/10/2020	401000	COLLECTIF FOURNISSEURS	00079	TELEPHONE	TELEPHONE			26/10/2020	15/11/2020	FACTURE TELEPHONE	FA	FACTURE	ACY	15/11/2020			26/10/2020	25/02/2022	09:50:57	JM				1931,21	0,00	1931,21	C	-1931,21	-1			
AC	ACHATS	292	15028	26/10/2020	626202	FRAIS TELEPHONE  ET FAX TELECOM			FRAIS TELEPHONE  ET FAX TELECOM			26/10/2020	26/10/2020	FACTURE TELEPHONE	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	1601,34	1601,34	D	1601,34	+1			
AC	ACHATS	292	15029	26/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES			26/10/2020	26/10/2020	FACTURE TELEPHONE	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	329,88	329,88	D	329,88	+1			
AC	ACHATS	292	15043	26/10/2020	401000	COLLECTIF FOURNISSEURS	00079	TELEPHONE	TELEPHONE			26/10/2020	15/11/2020	FACTURE TELEPHONE	FA	FACTURE	ACZ	15/11/2020			26/10/2020	25/02/2022	09:50:57	JM				131,33	0,00	131,33	C	-131,33	-1			
AC	ACHATS	292	15044	26/10/2020	626203	FRAIS MAINTENANCE TELECOM			FRAIS MAINTENANCE TELECOM			26/10/2020	26/10/2020	FACTURE TELEPHONE	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	108,90	108,90	D	108,90	+1			
AC	ACHATS	292	15045	26/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES			26/10/2020	26/10/2020	FACTURE TELEPHONE	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	22,43	22,43	D	22,43	+1			
AC	ACHATS	292	15053	26/10/2020	401000	COLLECTIF FOURNISSEURS	00079	TELEPHONE	TELEPHONE			26/10/2020	15/11/2020	FACTURE TELEPHONE	FA	FACTURE	AC0	15/11/2020			26/10/2020	25/02/2022	09:50:57	JM				150,19	0,00	150,19	C	-150,19	-1			
AC	ACHATS	292	15054	26/10/2020	626202	FRAIS TELEPHONE  ET FAX TELECOM			FRAIS TELEPHONE  ET FAX TELECOM			26/10/2020	26/10/2020	FACTURE TELEPHONE	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	124,54	124,54	D	124,54	+1			
AC	ACHATS	292	15055	26/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES			26/10/2020	26/10/2020	FACTURE TELEPHONE	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	25,65	25,65	D	25,65	+1			
AC	ACHATS	292	20051	26/10/2020	766100	DIFFERENCES D'ARRONDIS			DIFFERENCES D'ARRONDIS			26/10/2020		Equilibre lot 0000292							26/10/2020	25/02/2022	09:50:57	JM				0,01	0,00	0,01	C	-0,01	-1			
AC	ACHATS	293	15056	26/10/2020	401000	COLLECTIF FOURNISSEURS	00272	METRA	METRA	136033		26/10/2020	26/11/2020	FACTURE METRA	FA	FACTURE	ACM	29/11/2020			26/10/2020	25/02/2022	09:50:57	JM				1104,59	0,00	1104,59	C	-1104,59	-1			
AC	ACHATS	293	15057	26/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	136033		26/10/2020	26/11/2020	FACTURE METRA	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	902,80	902,80	D	902,80	+1			
AC	ACHATS	293	15058	26/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	136033		26/10/2020	26/11/2020	FACTURE METRA	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	188,68	188,68	D	188,68	+1			
AC	ACHATS	293	15059	26/10/2020	624100	TRANSPORTS SUR ACHATS			TRANSPORTS SUR ACHATS	136033		26/10/2020	26/11/2020	FACTURE METRA	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	13,11	13,11	D	13,11	+1			
AC	ACHATS	294	15060	26/10/2020	401000	COLLECTIF FOURNISSEURS	00310	RRC	RRC	6044		26/10/2020	26/10/2020	FACTURE RRC	FA	FACTURE	AAR	20/11/2020			26/10/2020	25/02/2022	09:50:57	JM				156,28	0,00	156,28	C	-156,28	-1			
AC	ACHATS	294	15061	26/10/2020	611003	SOUS TRAITANCE MATERIEL			SOUS TRAITANCE MATERIEL	6044		26/10/2020	26/10/2020	FACTURE RRC	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	129,58	129,58	D	129,58	+1			
AC	ACHATS	294	15062	26/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	6044		26/10/2020	26/10/2020	FACTURE RRC	FA	FACTURE					26/10/2020	25/02/2022	09:50:57	JM				0,00	26,69	26,69	D	26,69	+1			
AC	ACHATS	294	20052	26/10/2020	666100	DIFFERENCES D'ARRONDIS			DIFFERENCES D'ARRONDIS	6044		26/10/2020		Equilibre lot 0000294							26/10/2020	25/02/2022	09:50:57	JM				0,00	0,01	0,01	D	0,01	+1			
AC	ACHATS	295	15046	27/10/2020	401000	COLLECTIF FOURNISSEURS	00458	MODAL INFO	MODAL INFO	10579		27/10/2020	27/11/2020	FACTURE MODAL INFO	FA	FACTURE	AAU	24/11/2020			27/10/2020	25/02/2022	09:50:57	JM				329,10	0,00	329,10	C	-329,10	-1			
AC	ACHATS	295	15047	27/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	10579		27/10/2020	27/11/2020	FACTURE MODAL INFO	FA	FACTURE					27/10/2020	25/02/2022	09:50:57	JM				0,00	259,16	259,16	D	259,16	+1			
AC	ACHATS	295	15048	27/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	10579		27/10/2020	27/11/2020	FACTURE MODAL INFO	FA	FACTURE					27/10/2020	25/02/2022	09:50:57	JM				0,00	56,21	56,21	D	56,21	+1			
AC	ACHATS	295	15049	27/10/2020	624100	TRANSPORTS SUR ACHATS			TRANSPORTS SUR ACHATS	10579		27/10/2020	27/11/2020	FACTURE MODAL INFO	FA	FACTURE					27/10/2020	25/02/2022	09:50:57	JM				0,00	13,72	13,72	D	13,72	+1			
AC	ACHATS	295	20053	27/10/2020	666100	DIFFERENCES D'ARRONDIS			DIFFERENCES D'ARRONDIS	10579		27/10/2020		Equilibre lot 0000295							27/10/2020	25/02/2022	09:50:57	JM				0,00	0,01	0,01	D	0,01	+1			
AC	ACHATS	296	15009	27/10/2020	401000	COLLECTIF FOURNISSEURS	00256	INGAL	INGAL	561950		27/10/2020	26/11/2020	FACTURE INGAL	FA	FACTURE	ABQ	30/11/2020			27/10/2020	25/02/2022	09:50:57	JM				219,96	0,00	219,96	C	-219,96	-1			
AC	ACHATS	296	15010	27/10/2020	607000	ACHATS MARCHANDISES			ACHATS MARCHANDISES	561950		27/10/2020	27/11/2020	FACTURE INGAL	FA	FACTURE					27/10/2020	25/02/2022	09:50:57	JM				0,00	167,15	167,15	D	167,15	+1			
AC	ACHATS	296	15011	27/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES	561950		27/10/2020	27/11/2020	FACTURE INGAL	FA	FACTURE					27/10/2020	25/02/2022	09:50:57	JM				0,00	37,57	37,57	D	37,57	+1			
